file_id,source_path,date_from_name,cow_token_unverified,session_token,include_in_test,yolo_training_exposure,yolo_exposure_evidence,rr_tuning_exposure,rr_result_viewing_exposure,cow_identity_verified,verified_cow_id,modality_verified,duplicate_identity_reviewed,reviewer,review_date,notes,exposure_evidence,modality_verification_basis
jiufu_336c6a37c1e8bf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T084330-1479.MP4,20240729,1479,20240729T084330_1479,yes,no,user_confirmed_20260909,no,no,yes,1479,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_d37cd7a2cec816,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090249-668.MP4,20240805,668,20240805T090249_668,yes,no,user_confirmed_20260909,no,no,yes,668,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_7f52d294468aa5,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090618-1398.MP4,20240805,1398,20240805T090618_1398,yes,no,user_confirmed_20260909,no,no,yes,1398,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_fdd90da34c7a97,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090842-611.MP4,20240805,611,20240805T090842_611,yes,no,user_confirmed_20260909,no,no,yes,611,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_11acdc6d1c6ccc,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091106-987.MP4,20240805,987,20240805T091106_987,yes,no,user_confirmed_20260909,no,no,yes,987,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_cc60214ff2d564,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091342-1308.MP4,20240805,1308,20240805T091342_1308,yes,no,user_confirmed_20260909,no,no,yes,1308,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_f23fd2fe9eb848,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091607-1618.MP4,20240805,1618,20240805T091607_1618,yes,no,user_confirmed_20260909,no,no,yes,1618,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_766cc912612d8c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091746-1066.MP4,20240805,1066,20240805T091746_1066,yes,no,user_confirmed_20260909,no,no,yes,1066,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_19e995b0eca6a3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092111-1048.MP4,20240805,1048,20240805T092111_1048,yes,no,user_confirmed_20260909,no,no,yes,1048,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_126bdac0bd036b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092258-1630.MP4,20240805,1630,20240805T092258_1630,yes,no,user_confirmed_20260909,no,no,yes,1630,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_c6e5a206ad0c30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092514-A1021178.MP4,20240805,A1021178,20240805T092514_A1021178,yes,no,user_confirmed_20260909,no,no,yes,A1021178,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_0f7af9c769fda5,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093404-508.MP4,20240805,508,20240805T093404_508,yes,no,user_confirmed_20260909,no,no,yes,508,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_42402108cd09a9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093703-A1021154.MP4,20240805,A1021154,20240805T093703_A1021154,yes,no,user_confirmed_20260909,no,no,yes,A1021154,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_a97a8ff157139f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093942-1631.MP4,20240805,1631,20240805T093942_1631,yes,no,user_confirmed_20260909,no,no,yes,1631,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_a45d837f891e44,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094241-605.MP4,20240805,605,20240805T094241_605,yes,no,user_confirmed_20260909,no,no,yes,605,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_3a993354ebd1c7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094536-1634.MP4,20240805,1634,20240805T094536_1634,yes,no,user_confirmed_20260909,no,no,yes,1634,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_2320c69c168a7a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094737-677.MP4,20240805,677,20240805T094737_677,yes,no,user_confirmed_20260909,no,no,yes,677,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_13f838ff73e069,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094901-683.MP4,20240805,683,20240805T094901_683,yes,no,user_confirmed_20260909,no,no,yes,683,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_34e5b460466c18,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092243-664.MP4,20240806,664,20240806T092243_664,yes,no,user_confirmed_20260909,no,no,yes,664,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_7388b7efc8afb3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092522-608.MP4,20240806,608,20240806T092522_608,yes,no,user_confirmed_20260909,no,no,yes,608,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_cbc238aa9bbc71,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092739-A1022249.MP4,20240806,A1022249,20240806T092739_A1022249,yes,no,user_confirmed_20260909,no,no,yes,A1022249,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_2fdd36fbe9a8ce,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093117-A1022253.MP4,20240806,A1022253,20240806T093117_A1022253,yes,no,user_confirmed_20260909,no,no,yes,A1022253,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_ef58cd171d4783,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093312-691.MP4,20240806,691,20240806T093312_691,yes,no,user_confirmed_20260909,no,no,yes,691,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_96dfaf729ad3d4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093647-A1022251.MP4,20240806,A1022251,20240806T093647_A1022251,yes,no,user_confirmed_20260909,no,no,yes,A1022251,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_dfa58f3a711e47,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T094722-638.MP4,20240806,638,20240806T094722_638,yes,no,user_confirmed_20260909,no,no,yes,638,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_a1ceaa6025ff79,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095344-1604.MP4,20240806,1604,20240806T095344_1604,yes,no,user_confirmed_20260909,no,no,yes,1604,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_376f61387ab710,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095550-1631.MP4,20240806,1631,20240806T095550_1631,yes,no,user_confirmed_20260909,no,no,yes,1631,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_f6508f398bcf0f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095740-373.MP4,20240806,373,20240806T095740_373,yes,no,user_confirmed_20260909,no,no,yes,373,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_9a1c40cbb80bb1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T100037-588.MP4,20240806,588,20240806T100037_588,yes,no,user_confirmed_20260909,no,no,yes,588,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_161f93bfffbe11,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T101019-1437.MP4,20240806,1437,20240806T101019_1437,yes,no,user_confirmed_20260909,no,no,yes,1437,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_014c9b6a274fed,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T101202-372.MP4,20240806,372,20240806T101202_372,yes,no,user_confirmed_20260909,no,no,yes,372,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_028724ccc9868d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T091951-1010.MP4,20240807,1010,20240807T091951_1010,yes,no,user_confirmed_20260909,no,no,yes,1010,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_0c053f837a8b23,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T093200-1136.MP4,20240807,1136,20240807T093200_1136,yes,no,user_confirmed_20260909,no,no,yes,1136,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_8f6eabd7f2cb6e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T095732-868.MP4,20240807,868,20240807T095732_868,yes,no,user_confirmed_20260909,no,no,yes,868,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_21b4c4c26061d0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T100445-1646.MP4,20240807,1646,20240807T100445_1646,yes,no,user_confirmed_20260909,no,no,yes,1646,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_37333d1afc0ec2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T100844-1518.MP4,20240807,1518,20240807T100844_1518,yes,no,user_confirmed_20260909,no,no,yes,1518,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_1ededf79f4d325,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T085842-1129.MP4,20240808,1129,20240808T085842_1129,yes,no,user_confirmed_20260909,no,no,yes,1129,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_b273cec8024eb2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T090641-878.MP4,20240808,878,20240808T090641_878,yes,no,user_confirmed_20260909,no,no,yes,878,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_d1a9a7ab944633,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T090921-961.MP4,20240808,961,20240808T090921_961,yes,no,user_confirmed_20260909,no,no,yes,961,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_908496549f5b42,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091118-A1022182.MP4,20240808,A1022182,20240808T091118_A1022182,yes,no,user_confirmed_20260909,no,no,yes,A1022182,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_d3820405b5afe2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091352-887.MP4,20240808,887,20240808T091352_887,yes,no,user_confirmed_20260909,no,no,yes,887,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_04fd6f8dc56a73,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091631-165.MP4,20240808,165,20240808T091631_165,yes,no,user_confirmed_20260909,no,no,yes,165,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_440a29cebcae1c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T092827-1487.MP4,20240808,1487,20240808T092827_1487,yes,no,user_confirmed_20260909,no,no,yes,1487,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_8538e6e6160d83,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093122-810.MP4,20240808,810,20240808T093122_810,yes,no,user_confirmed_20260909,no,no,yes,810,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_e2821e37ff899d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093557-281.MP4,20240808,281,20240808T093557_281,yes,no,user_confirmed_20260909,no,no,yes,281,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_b80d393ca25ef8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093904-1165.MP4,20240808,1165,20240808T093904_1165,yes,no,user_confirmed_20260909,no,no,yes,1165,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_adb9b6776eb349,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T094238-869.MP4,20240808,869,20240808T094238_869,yes,no,user_confirmed_20260909,no,no,yes,869,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_8fea3748e16a76,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085241-1048.MP4,20240809,1048,20240809T085241_1048,yes,no,user_confirmed_20260909,no,no,yes,1048,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
